connectivity_key,smiles,adduct,scaffold_group,in_lcsb_dev,in_lcsb_sealed,side,n_source_rows,source_libraries
NQQVFXUMIDALNH,NC1=C(Cl)C(Cl)=NC(C(O)=O)=C1Cl,[M+H]+,c1ccncc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
NQRFDNJEBWAUBL,CCNC1=NC(CC)=C(S1)C(=O)NC(C#N)C1=CC=CS1,[M+H]+,O=C(NCc1cccs1)c1cncs1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NQSMEZJWJJVYOI,COC(=O)C1=C(C=CC=C1)C(=O)C1=CC=CC=C1,[M+H]+,O=C(c1ccccc1)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NRZWQKGABZFFKE,C[S+](C)C,[M]+,__ACYCLIC__NRZWQKGABZFFKE,False,False,WUR-DEV,6,WFSR_Polar
NSPMIYGKQJPBQR,c1nc[nH]n1,[M+H]+,c1nc[nH]n1,False,False,WUR-SEALED,6,WFSR_Polar
NTAFJUSDNOSFFY,CC(C)C1=NC=C(N1C)[N+]([O-])=O,[M+H]+,c1c[nH]cn1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NTJOBXMMWNYJFB,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,[M+H]+,O=C(NCC1CCCN1)c1ccccc1,False,False,WUR-SEALED,12,ETE;WUR
NUPJIGQFXCQJBK,COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,[M+H]+,O=C1CN=C(c2ccccn2)N1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
NVEPPWDVLBMNMB,CN1CCCN=C1\C=C\C1=C(C)C=CS1,[M+H]+,C(=C\c1cccs1)/C1=NCCCN1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NVGOPFQZYCNLDU,CNC1=C(Cl)C(=O)N(N=C1)C1=CC=CC(=C1)C(F)(F)F,[M+H]+,O=c1cccnn1-c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
NVKAWKQGWWIWPM,C[C@]12CCC(=O)C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@H]4O)C,[M+H]+,O=C1CCC2[C@H](CC[C@H]3[C@@H]4CCCC4CC[C@H]23)C1,False,False,WUR-DEV,36,WFSR_food_safety;WUR
NWBJYWHLCVSVIJ,C(NC1=C2N=CN=C2N=CN1)C1=CC=CC=C1,[M+H]+,c1ccc(CNc2[nH]cnc3ncnc2-3)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
NWUWYYSKZYIQAE,CC(C)OC(=O)N[C@@H](C(C)C)C(=O)NC(C)C1=CC=C(C)C=C1,[M+H]+,c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
NWWZPOKUUAIXIW,CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O,[M+H]+,N=C1NCOCN1Cc1cncs1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
NXQDBZGWYSEGFL,COP(=S)(OC)SCC(=O)N(C(C)C)C1=CC=C(Cl)C=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NYPJDWWKZLNGGM,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1,[M+NH4]+,O=C(Cc1ccccc1)OCc1cccc(Oc2ccccc2)c1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NYRMIJKDBAQCHC,CNC1=C(C(=O)C(O1)C1=CC=CC=C1)C1=CC(=CC=C1)C(F)(F)F,[M+H]+,O=C1C(c2ccccc2)=COC1c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NZCRJKRKKOLAOJ,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C2N=C2C=C(C)C=CN12,[M+H]+,O=C1/C=C\C=C\CCCCCCCC/C=C/OC2Oc3ccc4cc(c5c(nc6ccccn65)c4c3C2=O)N1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
OCQDPIXQTSYZJL,CCCCNC1=CC=C(NCCCC)C2=C1C(=O)C1=C(C=CC=C1)C2=O,[M+H]+,O=C1c2ccccc2C(=O)c2ccccc21,False,False,WUR-DEV,12,WFSR_food_safety;WUR
ODCWYMIRDDJXKW,CCNC1=NC(NCC)=NC(Cl)=N1,[M+H]+,c1ncncn1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
OEBRKCOSUFCWJD,COP(=O)(OC)OC=C(Cl)Cl,[M+H]+,__ACYCLIC__OEBRKCOSUFCWJD,False,False,WUR-DEV,12,WFSR_food_safety;WUR
OFVLGDICTFRJMM,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,[M+H]+,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
OGJPXUAPXNRGGI,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,[M+H]+,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
OGNSCSPNOLGXSM,NCCC(N)C(=O)O,[M+H]+,__ACYCLIC__OGNSCSPNOLGXSM,False,False,WUR-SEALED,6,WFSR_Polar
OGYFATSSENRIKG,ClC1=CC=C(CN(C2CCCC2)C(=O)NC2=CC=CC=C2)C=C1,[M+H]+,O=C(Nc1ccccc1)N(Cc1ccccc1)C1CCCC1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
OIKHXEKXIIAQKY,CC(C)(CO)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,[M+H]+,c1ccc(CCCCn2cncn2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
OJMMVQQUTAEWLP,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,[M+H]+,O=C(NC[C@@H]1CCCCO1)[C@@H]1CCCN1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
OMFRMAHOUUJSGP,CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](\C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,[M+NH4]+,O=C(OCc1cccc(-c2ccccc2)c1)C1CC1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
OMOLDRXZKFFGJI,CCS(=O)CC1=CC=CC=C1OC(=O)NC,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
ONCZDRURRATYFI,CO\N=C(\C(=O)OC)C1=CC=CC=C1CO\N=C(/C)C1=CC(=CC=C1)C(F)(F)F,[M+H]+,C(=NOCc1ccccc1)c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
ONHFWHCMZAJCFB,CCCCCCCCCCCCCC[N+](C)(C)[O-],[M+H]+,__ACYCLIC__ONHFWHCMZAJCFB,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
ONUFESLQCSAYKA,CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,[M+H]+,O=C1CNC(=O)N1c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
OPXLLQIJSORQAM,COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1=CC=CC=C1,[M+H]+,O=C(c1ccccc1)c1ccc2[nH]cnc2c1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
OQIQSTLJSLGHID,[H][C@]12OC=C[C@@]1([H])C1=C(O2)C=C(OC)C2=C1OC(=O)C1=C2CCC1=O,[M+H]+,O=C1CCc2c1c(=O)oc1c3c(ccc21)O[C@H]1OC=C[C@@H]31,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
OROGSEYTTFOCAN,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,[M+H]+,C1=C[C@H]2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H](C1)O5,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
OUPZKGBUJRBPGC,O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1,[M+H]+,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
OVONXEQGWXGFJD,O=C1NC=CC(=S)N1,[M+H]+,O=c1[nH]ccc(=S)[nH]1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
OWDLFBLNMPCXSD,CC1=CC=CC(C)=C1N(C1CCOC1=O)C(=O)CCl,[M+H]+,O=C1OCCC1Nc1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
OWEGWHBOCFMBLP,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=CN=C1,[M+H]+,c1ccc(OCn2ccnc2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
OWRCNXZUPFZXOS,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,[M+H]+,N=C(Nc1ccccc1)Nc1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
OWUREPXBPJFMOK,[H][C@@]1([C@@H](C)CC)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@]([H])([C@@H](C)CC)N(C)C(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C,[M+NH4]+,O=C1COC(=O)CNC(=O)COC(=O)CNC(=O)COC(=O)CN1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
OWZREIFADZCYQD,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,[M+NH4]+,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
OXDDDHGGRFRLEE,FC(F)(F)CNC(=O)CNC(=O)C1=CC=C(C2=NOC(C2)(C2=CC(=CC(Cl)=C2)C(F)(F)F)C(F)(F)F)C2=CC=CC=C12,[M+H]+,c1ccc(C2CC(c3cccc4ccccc34)=NO2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
OYIKARCXOQLFHF,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1=C(ON=C1)C1CC1,[M+H]+,O=C(c1ccccc1)c1cnoc1C1CC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
OZMMLYFAEKBWEE,CC(CN1C[C@H](C)O[C@H](C)C1)CC1=CC=C(C=C1)C(C)(C)C(O)=O,[M+H]+,c1ccc(CCCN2CCOCC2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PBUNVLRHZGSROC,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,[M+H]+,O=C(NC1OC2[C@@H]3CCCN3C(=O)CN2C1=O)[C@H]1CN[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
PCKZAVNWRLEHIP,CC(C)(O)C(=O)C1=CC=C(CC2=CC=C(C=C2)C(=O)C(C)(C)O)C=C1,[M+H]+,c1ccc(Cc2ccccc2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
PCZOHLXUXFIOCF,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,[M+H]+,O=C1CCC[C@@H](CC[C@H]2CC=CC3=CCCC[C@@H]32)O1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
PDGVNRYHKKLONF,C[C@@]1(O)[C@H](C(=O)O[C@@H]2CC[N+]3([O-])CC=C(COC(=O)[C@@]1(O)CO)[C@H]23)C(C)C,[M+H]+,O=C1CCCC(=O)O[C@@H]2CC[NH+]3CC=C(CO1)[C@H]23,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
PDQAZBWRQCGBEV,S=C1NCCN1,[M+H]+,S=C1NCCN1,False,False,WUR-DEV,6,WFSR_Polar
PFEFOYRSMXVNEL,CC(C)(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PFFIDZXUXFLSSR,CC(C)CC(C)C1=C(NC(=O)C2=CN(C)N=C2C(F)(F)F)C=CS1,[M+H]+,O=C(Nc1ccsc1)c1cn[nH]c1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PGBHMTALBVVCIT,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,[M+H]+,C1CC[C@@H](O[C@@H]2CO[C@@H](O[C@@H]3CCCC[C@H]3O[C@@H]3CCCCO3)C2)OC1,False,False,WUR-DEV,6,WFSR_Polar
PGJBQBDNXAZHBP,CN(C)P(F)(=O)N(C)C,[M+H]+,__ACYCLIC__PGJBQBDNXAZHBP,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
PGOOBECODWQEAB,CN\C(NCC1=CN=C(Cl)S1)=N/[N+]([O-])=O,[M+H]+,c1cscn1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
PHNUZKMIPFFYSO,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PHVGLTMQBUFIQQ,CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,[M+H]+,C=C1c2ccccc2CCc2ccccc21,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
PIINGYXNCHTJTF,NCCNCC(=O)O,[M+H]+,__ACYCLIC__PIINGYXNCHTJTF,False,False,WUR-SEALED,6,WFSR_Polar
PJSFRIWCGOHTNF,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC,[M+H]+,O=S(=O)(Nc1ccncn1)c1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
PKKMITFKYRCCOL,[H][C@]1(CO)O[C@@]([H])(SC(CC2=CN(OC)C3=CC=CC=C23)=NOS(O)(=O)=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,[M+H]+,N=C(Cc1c[nH]c2ccccc12)S[C@H]1CCCCO1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PKTIFYGCWCQRSX,NC1=NC(NC2CC2)=NC(N)=C1C#N,[M+H]+,c1cnc(NC2CC2)nc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PLGBHVNNYDZWGZ,C[C@]1(O)C(=O)OCC2=CC[N+]3([O-])CC[C@@H](OC(=O)/C(C[C@H]1C)=C/C)[C@@H]23,[M+H]+,C=C1CCCC(=O)OCC2=CC[NH+]3CC[C@@H](OC1=O)[C@@H]23,False,False,WUR-SEALED,24,WFSR_food_safety;WUR
PLYQBXHVYUJNQB,[H][C@]1(CO)O[C@@]([H])(SC(CCC=C)=NOS(O)(=O)=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,[M+H]+,C1CCOCC1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PMCVMORKVPSKHZ,CCS(=O)CCSP(=O)(OC)OC,[M+H]+,__ACYCLIC__PMCVMORKVPSKHZ,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PMHURSZHKKJGBM,CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1,[M+H]+,O=C(Nc1ccno1)c1ccccc1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
PNKLMTPXERFKEN,[H][C@@]12O[C@]3([H])C=C(C)[C@H](C[C@]3(COC(C)=O)[C@@](C)([C@H](O)[C@H]1O)[C@]21CO1)OC(=O)CC(C)C,[M+NH4]+,C1=C[C@H]2O[C@@H]3CCC(C2CC1)[C@]31CO1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PNVJTZOFSHSLTO,COP(=S)(OC)OC1=CC(C)=C(SC)C=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PNVNVHUZROJLTJ,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,[M+H]+,c1ccc(CC2CCCCC2)cc1,True,False,WUR-DEV,12,ETE;WUR
PNXBXCRWXNESOV,O=C1NC(=S)NC(CC2=CC=CC=C2)=C1,[M+H]+,O=c1cc(Cc2ccccc2)[nH]c(=S)[nH]1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PORQOHRXAJJKGK,CCCCCCCCN1SC(Cl)=C(Cl)C1=O,[M+H]+,O=c1ccs[nH]1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
PPDBOQMNKNNODG,CC1(C)CCC(=CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,[M+H]+,C(=C1CCCC1Cn1cncn1)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PPEKGEBBBBNZKS,N=C1N[C@H]2[C@H](COC(N)=O)N(O)C(=N)N3CCC(O)(O)[C@]23N1,[M+H]+,N=C1N[C@H]2CNC(=N)N3CCC[C@]23N1,False,False,WUR-SEALED,6,WFSR_Polar
PQFRTXSWDXZRRS,CN1C(COC(N)=O)=NC=C1[N+]([O-])=O,[M+H]+,c1c[nH]cn1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
PQVSFJDPIWTHNX,C[C@]1(O)C(=O)OCC2=CCN3CC[C@@H](OC(=O)[C@@](O)(CCl)[C@H](C)[C@H]1C)[C@H]32,[M+H]+,O=C1CCCCC(=O)O[C@@H]2CCN3CC=C(CO1)[C@H]23,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
PRGILOMAMBLWNG,COC1=C(OC)C(OC)=C2C(CC[C@H](N=C(C)O)C3=CC(=O)C(O)=CC=C23)=C1,[M+H]+,O=c1cccc2c(c1)CCCc1ccccc1-2,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PRLVTUNWOQKEAI,CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C,[M+H]+,N=C1NC(=O)N(c2ccccc2)CS1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
PSGAAPLEWMOORI,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,[M+H]+,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
PSOVNZZNOMJUBI,CNC(=O)C1=CC(Cl)=CC(C)=C1NC(=O)C1=CC(Br)=NN1C1=C(Cl)C=CC=N1,[M+H]+,O=C(Nc1ccccc1)c1ccnn1-c1ccccn1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PTCGDEVVHUXTMP,CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1,[M+H]+,O=C(Nc1ccccc1)c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
PUFYZCKVLOYPHL,C1C[C@@H]2[C@H]3C[C@@H](CN2C(=O)C1)[C@@H]4C[C@H](CCN4C3)OC(=O)/C=C/C5=CC=CC=C5,[M+H]+,O=C(/C=C/c1ccccc1)O[C@H]1CCN2C[C@@H]3C[C@@H](CN4C(=O)CCC[C@H]34)[C@@H]2C1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PUIYMUZLKQOUOZ,CC(C)C1=CC=C(NC(=O)N(C)C)C=C1,[M+H]+,c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
PUXBGTOOZJQSKH,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,[M+H]+,c1ccc2c(c1)[nH]c1ccccc12,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PUYXTUJWRLOUCW,CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,[M+H]+,C1CCC2(CC1)OCCO2,False,False,WUR-DEV,12,WFSR_food_safety;WUR
PVSGXWMWNRGTKE,CC(C)C1(C)NC(=NC1=O)C1=NC=C(C)C=C1C(O)=O,[M+H]+,O=C1CNC(c2ccccn2)=N1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
PVTHJAPFENJVNC,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O,[M+H]+,C1CCC(O[C@@H]2CCCCO2)CC1,False,False,WUR-DEV,6,WFSR_Polar
PWEOEHNGYFXZLI,CCN(C(=O)OC1=CC=CC(NC(=O)OC(C)C)=C1)C1=CC=CC=C1,[M+NH4]+,O=C(Nc1ccccc1)Oc1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
PXDNXJSDGQBLKS,COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC(NC=O)=C2)C(=O)N(C)C)=N1,[M+H]+,O=C(Nc1ncccn1)NS(=O)(=O)c1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
PXMNMQRDXWABCY,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,[M+H]+,c1ccc(CCCCn2cncn2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
PZBPKYOVPCNPJY,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C,[M+H]+,c1ccc(CCn2ccnc2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
PZIRJMYRYORVIT,CCS(=O)(=O)CCSP(=O)(OC)OC,[M+H]+,__ACYCLIC__PZIRJMYRYORVIT,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
PZRHRDRVRGEVNW,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,[M+H]+,O=c1ccc(-c2ccncc2)c[nH]1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
PZXOQEXFMJCDPG,CNC(=O)CSP(=O)(OC)OC,[M+H]+,__ACYCLIC__PZXOQEXFMJCDPG,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
QAXBVGVYDCAVLV,CCNC1(CCCCC1=O)C1=CC=CS1,[M+H]+,O=C1CCCCC1c1cccs1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QAYICIQNSGETAS,CN1CSC(=S)N(C)C1,[M+H]+,S=C1NCNCS1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QBAYIBZITZBSFO,NC(=O)C1=CC=CC=C1C(F)(F)F,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QBSJMKIUCUGGNG,CNC(=O)OC1=C(C=CC=C1)C(C)C,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QCAWEPFNJXQPAN,COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C,[M+H]+,O=C(NNC(=O)c1ccccc1)c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
QCHFTSOMWOSFHM,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,[M+H]+,O=C1C[C@@H](Cc2cnc[nH]2)CO1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
QDRXWCAVUNHOGA,CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)C2=C(C=CC=C2)C1=O,[M+Na]+,O=C1C=CC(=O)c2ccccc21,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
QFMJFXFXQAFGBO,COC1=CC=C(N)C(=C1)[N+]([O-])=O,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QGHREAKMXXNCOA,COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1,[M+H]+,c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
QGTOTYJSCYHYFK,COC1=CC=NC(C(=O)N[C@H]2COC(=O)[C@H](CC3=CC=CC=C3)[C@@H](OC(=O)C(C)C)[C@H](C)OC2=O)=C1OCOC(=O)C(C)C,[M+H]+,O=C(N[C@H]1COC(=O)[C@H](Cc2ccccc2)CCOC1=O)c1ccccn1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QGXBDMJGAMFCBF,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C,[M+H]+,O=C1CC[C@@H]2C1CC[C@@H]1C3CCCC[C@@H]3CC[C@@H]21,False,False,WUR-SEALED,24,WFSR_food_safety;WUR
QHMTXANCGGJZRX,CC1=NNC(=O)N(C1)\N=C\C1=CC=CN=C1,[M+H]+,O=C1NN=CCN1/N=C/c1cccnc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
QHOOOTIFRLZXNC,C[C@]12OCO[C@]2(C)[C@@H](C)C(=O)O[C@@H]2CCN3CC=C(COC1=O)[C@@H]32,[M+H]+,O=C1CC2OCOC2C(=O)OCC2=CCN3CC[C@@H](O1)[C@@H]23,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QHOQHJPRIBSPCY,CCN(CC)C1=NC(OP(=S)(OC)OC)=CC(C)=N1,[M+H]+,c1cncnc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QHOZSLCIKHUPSU,CO[C@H](C)C(O)(C(=O)OCC1=CCN2CC[C@H](OC(=O)\C(C)=C/C)[C@H]21)C(C)(C)O,[M+H]+,C1=C[C@@H]2CCCN2C1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
QJVOZXGJOGJKPT,[H][C@]12CN[C@]([H])(CC=C)[C@@]([H])(C1)[C@@]1([H])CC(=O)C=CN1C2,[M+H]+,O=C1C=CN2C[C@H]3CNC[C@@H](C3)[C@H]2C1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QMBJSIBWORFWQT,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,[M+H]+,O=C1C=C2C=C[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QMGGMESMCJCABO,[H][C@]12CCCN3(=O)CCC[C@]([H])([C@@]4([H])CC=CC(=O)N4C1)[C@]23[H],[M+H]+,O=C1C=CC[C@@H]2[C@H]3CCC[NH+]4CCC[C@@H](CN12)[C@@H]34,False,False,WUR-DEV,12,WFSR_food_safety;WUR
