key,n_records,n_nce,nce_ladder,sg,n_sg,smiles,name,mh_calc,releases,uchem_ids,instruments,confidence,ge3,in_msg15,in_msg15_recorded_route,in_msg15_parent_route,in_msg15_sim,msg_folds,in_registry,in_exposed_union,in_devpop,in_pr7,in_comparator,in_msnlib9,sg_in_msg15,sg_in_registry,sg_in_pr7,sg_in_comparator,sg_in_devpop_file
WSPOMRSOLSGNFJ,9,9,"15,30,45,60,75,90,120,150,180",C=C1c2ccccc2Sc2ccccc21,1,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,"3-(2-chlorothioxanthen-9-ylidene)-N,N-dimethylpropan-1-amine",316.09212472288,2024.06,11651,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
WTLBZVNBAKMVDP,9,9,"15,20,25,30,40,50,60,70,80",__ACYCLIC__WTLBZVNBAKMVDP,1,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,Tris-2-Butoxyethyl--Phosphate,399.25061668488,2024.11,10750,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
WVQBLGZPHOPPFO,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CCC1=C(N(C(C)COC)C(=O)CCl)C(C)=CC=C1,2-chloro-N-(2-ethyl-6-methylphenyl)-N-(1-methoxypropan-2-yl)acetamide,284.14118309087996,2024.11,268,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
WXCXUHSOUPDCQV,6,6,"15,30,45,60,75,120",O=C1CN(c2ccccc2)C(=S)N1c1ccccc1,1,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,"4-[3-[4-cyano-3-(trifluoromethyl)phenyl]-5,5-dimethyl-4-oxo-2-sulfanylideneimidazolidin-1-yl]-2-fluoro-N-methylbenzamide",465.10028609888,2024.11,11041,Q Exactive,standard compound,True,True,True,True,False,train,True,True,False,False,False,True,True,True,False,False,False
WXHVQMGINBSVAY,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(-n2nc3ccccc3n2)cc1,1,CC(C)(C)C1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,,268.14443863088,2025.10,11934,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
WYEMLYFITZORAB,9,9,"15,30,45,60,75,90,120,150,180",O=C(Nc1ccccc1-c1ccccc1)c1cccnc1,1,ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1,2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,343.03994483087996,2024.11,2938,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
WYKYKTKDBLFHCY,9,9,"15,30,45,60,75,90,120,150,180",O=c1cccnn1-c1ccccc1,1,NC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1,5-amino-4-chloro-2-phenylpyridazin-3-one,222.04286602288,2024.11,88,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
WYWZRNAHINYAEF,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C,2-Ethylhexyl 4-(dimethylamino)benzoate,278.21145557088,2024.11,11075,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
XCSGPAVHZFQHGE,6,6,"15,30,45,60,75,90",c1ccccc1,1,CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,"2-chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide",270.12553302688,2024.11,274,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
XEFZMEARAKSJMJ,4,4,"15,20,25,30",c1ccc(Nc2nccc(C3CC3)n2)cc1,1,CC1=NC(=NC(=C1O)C2CC2)NC3=CC=CC=C3,2-Anilino-6-cyclopropyl-4-methylpyrimidine-5-ol,242.12878856688,2024.11,10755,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
XFHJDMUEHUHAJW,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__XFHJDMUEHUHAJW,1,CC(C)(C)NC(=O)C=C,N-Tert-butylacrylamide,128.10699050288,2024.11,11071,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
XGWIJUOSCAQSSV,9,9,"15,30,45,60,75,90,120,150,180",O=C(NC1CCCCC1)N1CC(c2ccccc2)SC1=O,1,CC1C(SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl,"5-(4-chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-1,3-thiazolidine-3-carboxamide",353.10850305888005,2024.11,3527,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,False,test,True,True,True,False,False,True,True,True,False,False,True
XKGLSKVNOSHTAD,5,5,"15,20,25,30,40",c1ccccc1,1,CCCCC(=O)C1=CC=CC=C1,1-phenylpentan-1-one,163.11174153488,2024.11,10752,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
XKJMBINCVNINCA,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,"3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea",249.01920938688,2024.11,160,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
XLNZEKHULJKQBA,5,5,"15,30,45,60,75",__ACYCLIC__XLNZEKHULJKQBA,1,CCOP(=S)(OCC)SCSC(C)(C)C,Terbufos,289.05140600888,2024.11,3538,Q Exactive Plus,standard compound,True,True,True,True,False,train,True,True,True,False,False,False,True,True,False,False,True
XMCHHHBDBWYWSU,9,9,"15,30,45,60,75,90,120,150,180",O=S(=O)(Nc1ccccn1)c1ccccc1,1,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=C(C=C2)O,,266.05938867888,2024.06,11532,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
XMRMVBVJGSKMEN,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__XMRMVBVJGSKMEN,1,CN(C)CCCNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,"N-[3-(dimethylamino)propyl]-1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide",385.06267910288005,dev,12007,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
XMTQQYYKAHVGBJ,8,8,"15,30,45,60,75,90,120,150",c1ccccc1,1,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,"3-(3,4-dichlorophenyl)-1,1-dimethylurea",233.02429476688,2024.11,292,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
XOKCJXZZNAUIQN,9,9,"15,30,45,60,75,90,120,150,180",O=C1CCC(c2cccnc2)N1,1,CN1C(CC(C1=O)O)C2=CN=CC=C2,,193.09715409088,2024.06,10887,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
XOPFESVZMSQIKC,8,8,"15,30,45,60,75,90,120,150",O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,1,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2OCCCl,"1-[2-(2-chloroethoxy)phenyl]sulfonyl-3-(4-methoxy-6-methyl-1,3,5-triazin-2-yl)urea",402.06334375888,2024.11,3554,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
XQUXKZZNEFRCAW,8,8,"15,30,45,60,75,90,120,150",O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1,1,CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,Fenpropathrin,350.17507006288,2024.11,3220,Exploris 240 Thermo Scientific|Q Exactive Plus,standard compound,True,False,False,False,False,,True,True,True,False,False,False,True,True,False,False,True
XQVWYOYUZDUNRW,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2cccc3ccccc23)cc1,1,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,,220.11207588288,2025.10,10920,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
XRECTZIEBJDKEO,9,9,"15,30,45,60,75,90,120,150,180",O=c1nccc[nH]1,1,C1=NC(=O)NC(=C1F)N,,130.04111643488,2024.06,3121,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
XWPZUHJBOLQNMN,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(CC2CCCC2Cn2cncn2)cc1,1,CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,"5-[(4-chlorophenyl)methyl]-2,2-dimethyl-1-(1,2,4-triazol-1-ylmethyl)cyclopentan-1-ol",320.15241647088004,2024.11,3171,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
XXSMGPRMXLTPCZ,5,5,"15,30,45,60,75",c1ccc2ncccc2c1,1,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,2-[4-[(7-chloroquinolin-4-yl)amino]pentyl-ethylamino]ethanol,336.1837165988799,2024.11,10436,Q Exactive,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
XXYMSQQCBUKFHE,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccccc2)cc1,1,O=N(=O)C1=CC=C(C=C1)NC=2C=CC=CC2,4-nitro-N-phenylaniline,215.08150402688,dev,11851,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,True,True,False,False,False,False,True,True,False,False,True
XYLJNLCSTIOKRM,6,6,"15,30,45,60,75,90",c1cnc2cc(NC3=NCCN3)ccc2n1,1,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,"5-Bromo-N-(4,5-dihydro-1H-imidazol-2-yl)-6-Quinoxalinamine",292.01923388688,2024.11,10780,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
XZZNDPSIHUTMOC,9,9,"15,30,45,60,75,90,120,150,180",O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,1,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,,327.07807205688005,2025.10,10922,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
YAPQBXQYLJRXSA,7,7,"15,30,45,60,75,90,120",O=c1[nH]c(=O)c2[nH]cnc2[nH]1,1,CN1C=NC2=C1C(=O)NC(=O)N2C,,181.07200196288,2024.06,11518,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
YEXOWHQZWLCHHD,8,8,"15,30,45,60,75,90,120,150",c1ccccc1,1,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)O,,251.16417103088,2025.10,11916,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
YIJZJEYQBAAWRJ,5,5,"15,30,45,60,75",c1cncc(C2=NCCS2)c1,1,COC(=O)C1=C(CC(C)C)C(C2=NCCS2)=C(N=C1C(F)F)C(F)(F)F,Thiazopyr,397.1003663508801,2024.11,3052,Q Exactive Plus,standard compound,True,True,True,True,True,val,True,True,True,False,False,False,True,True,False,False,True
YKBGVTZYEHREMT,18,9,"15,30,45,60,75,90,120,150,180",O=c1[nH]cnc2c1ncn2C1CCCO1,1,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O,,268.10403036288,2025.10,"11904,11907",Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
YKONWVIRECCMQE,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(-n2nc3ccccc3n2)cc1,1,CC1=CC(=C(C(=C1)N2N=C3C=CC=CC3=N2)O)CC=C,,266.12878856688,2025.10,11933,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
YOYAIZYFCNQIRF,5,5,"15,30,45,60,75",c1ccccc1,1,ClC1=CC=CC(Cl)=C1C#N,"2,6-dichlorobenzonitrile",171.97153092288,2024.11,84,Q Exactive Plus,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
YWTYJOPNNQFBPC,7,7,"15,30,45,60,75,90,120",N=C1NCCN1Cc1cccnc1,1,[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1,Imidacloprid,256.05957870687996,2024.11,2709,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
YXWCBRDRVXHABN,8,8,"15,30,45,60,75,90,120,150",O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1C=Cc1ccccc1,1,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(C4=CC=C(C=C4)Cl)Cl)C,Flumethrin,510.10335361088,dev,15781,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,val,True,True,True,False,False,False,True,True,False,False,True
ZBNZXTGUTAYRHI,4,4,"15,30,45,60",O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,Dasatinib,488.1629982188801,2024.11,10690,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,val,True,True,False,False,False,True,True,True,False,False,False
ZBPLOVFIXSTCRZ,5,5,"15,20,25,30,40",O=C(c1ccccc1)c1ccccc1,1,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O,2-[2-azanyl-3-(4-bromophenyl)carbonyl-phenyl]ethanoic acid,334.00733181088,2024.11,10760,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
ZCVMWBYGMWKGHF,7,7,"15,20,25,30,40,50,60",O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21,1,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,"2-(1-methylpiperidin-4-ylidene)-6-thiatricyclo[8.4.0.03,7]tetradeca-1(14),3(7),4,10,12-pentaen-8-one",310.12601169488005,2024.11,10778,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
ZDXUKAKRHYTAKV,9,9,"15,30,45,60,75,90,120,150,180",O=C(OCCNCCC(c1ccccc1)c1ccccc1)C1=CNC=CC1c1ccccc1,1,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,"5-O-[1-[3,3-diphenylpropyl(methyl)amino]-2-methylpropan-2-yl] 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",612.3068124988799,2024.06,11628,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,test,True,True,False,False,False,True,True,True,False,False,False
ZDYYWMSLMLTXDM,3,3,"15,30,45",__ACYCLIC__ZDYYWMSLMLTXDM,1,C(COP(=O)(O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6-2-diPAP,790.98960558488,2024.06,2922,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,test,True,True,False,False,False,False,True,False,False,False,False
ZEUXAIYYDDCIRX,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3ccnc3)cc2)c1,1,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)Cl,,437.14872805888007,2024.06,11515,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
ZFXYFBGIUFBOJW,9,9,"15,30,45,60,75,90,120,150,180",O=c1[nH]c(=O)c2[nH]cnc2[nH]1,1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,,181.07200196288,2024.06,11505,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
ZFYFBPCRUQZGJE,9,9,"15,30,45,60,75,90,120,150,180",c1ccc2ccccc2c1,1,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)OC,Naproxen Methyl Ester,245.11722083888,dev,4350,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
ZIUHHBKFKCYYJD,9,9,"15,20,25,30,40,50,60,70,80",__ACYCLIC__ZIUHHBKFKCYYJD,1,C=CC(=O)NCNC(=O)C=C,N-N--Methylenebisacrylamide,155.08150402688,2024.11,11155,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
ZJNLYGOUHDJHMG,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CC(C)CCC(C)NC1=CC=C(C=C1)NC(C)CCC(C)C,,305.29512561888,2025.10,11952,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
ZKEBQPCQWMBCSM,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ncccn2)cc1,1,OCc1cc(nc(Nc2ccccc2)n1)CO,"Pyrimethanil TP - M605F005 (2-anilinopyrimidine- 4,6- diyl)dimethanol)",232.10805312288,dev,11881,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
ZKMNUMMKYBVTFN,9,9,"15,20,25,30,40,50,60,70,80",O=C(Nc1ccccc1)C1CCCCN1,1,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,"(2S)-N-(2,6-dimethylphenyl)-1-propyl-piperidine-2-carboxamide",275.21178991888,2024.11,10974,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
ZPFXAOWNKLFJDN,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(CCCNCCCc2ccccc2)cc1,1,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2,Alverine,282.22162633088,2024.06,11633,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
ZQAFKGDWLSVTRI,9,9,"15,30,45,60,75,90,120,150,180",O=C1C=CC(=O)C(Nc2ccccc2)=C1,1,CC(C)NC1=CC(=O)C(=CC1=O)NC2=CC=CC=C2,,257.12845421888,2025.10,11925,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,False,False,False,False
ZTHYODDOHIVTJV,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,,213.07574995088,2025.10,10921,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,False,train,True,True,False,False,False,True,True,True,False,False,True
ZULJGOSFKWFVRX,9,9,"15,30,45,60,75,90,120,150,180",O=C1CCCN1,1,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,N-[2-[di(propan-2-yl)amino]ethyl]-2-(2-oxopyrrolidin-1-yl)acetamide,270.21760357088,2024.06,11637,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
ZXDDPOHVAMWLBH,9,9,"15,30,45,60,75,90,120,150,180",O=C(c1ccccc1)c1ccccc1,1,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,,215.07027064688,2025.10,11920,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
ZXNRTKGTQJPIJK,9,9,"15,30,45,60,75,90,120,150,180",O=C1CCCN1C(=O)c1ccccc1,1,COC1=CC=C(C=C1)C(=O)N2CCCC2=O,1-(4-methoxybenzoyl)pyrrolidin-2-one,220.09681974288,2024.06,11649,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
ZZMVLMVFYMGSMY,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccccc2)cc1,1,CC(C)CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,,269.20122523488,2025.10,10856,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
ZZYSLNWGKKDOML,7,7,"15,30,45,60,75,90,120",O=C(NCc1ccccc1)c1ccn[nH]1,1,CCC1=NN(C(=C1Cl)C(=O)NCC2=CC=C(C=C2)C(C)(C)C)C,N-[(4-tert-butylphenyl)methyl]-4-chloro-5-ethyl-2-methylpyrazole-3-carboxamide,334.16806653488,2024.11,3537,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
